Epoch,Loss
1,0.8926963961560334
2,0.8800496374678874
3,0.8797431634936768
4,0.879702385904993
5,0.8796962027894113
6,0.8796976573248627
7,0.8796985340344113
8,0.8796987723200697
9,0.8796964226782262
10,0.8796957115098558
11,0.8796987797111003
12,0.8796988713445731
13,0.8796973759163953
14,0.8796988719109139
15,0.8796978845000263
16,0.8796983616730575
17,0.8796967013057752
18,0.8796984700021999
19,0.8796971031464315
20,0.8796998333034194
21,0.8796976555125801
22,0.8796982020845907
23,0.8796985175625128
24,0.8796975790556486
25,0.879697799712172
26,0.8796982622370415
27,0.8796988095406283
28,0.8796986640975573
29,0.879698180456898
30,0.8796987042911607
31,0.8796963942650173
32,0.8796978309772523
33,0.8796979027971648
34,0.879697750449294
35,0.8796968804396216
36,0.8796979415961561
37,0.8796969909713792
38,0.8796993642735635
39,0.8796976368931488
40,0.8796994574740202
41,0.8796979691480528
42,0.8796979517377539
43,0.8796982530262918
44,0.8796970782830609
45,0.8796987846352606
46,0.8796990226080827
47,0.8796981082527586
48,0.8796974229256024
49,0.8796979687513369
50,0.8796977912213654
51,0.8796978868281009
52,0.8796985705192262
53,0.8796982230595138
54,0.8796981671320289
55,0.8796992442559379
56,0.8796991795120439
57,0.8796978385575058
58,0.8796987829055759
59,0.8796978147626776
60,0.8796987322290485
61,0.8796968302570011
62,0.8796966936127073
63,0.8796982776309761
64,0.879699065475802
65,0.8796977258342562
66,0.8796977249453465
67,0.8796986399276202
68,0.8796973742072882
69,0.8796997611732096
70,0.8796987438707836
71,0.8796974187760545
72,0.8796981918677504
73,0.879699054480737
74,0.8796977389054723
75,0.8796972324439393
76,0.879698406292799
77,0.8796972202293982
78,0.8796982388755727
79,0.8796990098004713
80,0.8796986093855579
81,0.8796985681333204
82,0.8796987289915993
83,0.8796983178075845
84,0.8796972519766134
85,0.8796977975160793
86,0.8796996585301373
87,0.8796973032499928
88,0.8796982105822795
89,0.8796981070736131
90,0.8796979906615966
91,0.8796979398829067
92,0.8796986325617473
93,0.8796994647529746
94,0.8796980424294312
95,0.8796975992467538
96,0.8796983492711509
97,0.8796975736210128
98,0.8796985540894989
99,0.879698082498177
100,0.8796986751219439
101,0.8796992509587779
102,0.8796970192867802
103,0.8796979141439663
104,0.8796997159178055
105,0.879698497183603
106,0.8796970662560792
107,0.8796980736703692
108,0.8796983630676103
109,0.8796981521074503
110,0.8796979832666844
111,0.879697517380763
112,0.8796973338123873
113,0.8796984148305065
114,0.8796993603353014
115,0.8796976049632226
116,0.8796995569858298
117,0.8796976973024433
118,0.879697690288691
119,0.8796985627782767
120,0.8796983417923633
121,0.8796975792711766
122,0.8796985704797469
123,0.8796994599540822
124,0.8796986575659502
125,0.8796970617270419
126,0.8796998780606087
127,0.8796972347341367
128,0.8796970031022447
129,0.8796984702078454
130,0.8796975993009781
131,0.8796998900982599
132,0.8796978670991834
133,0.8796982540263618
134,0.8796993474634883
135,0.8796989143115812
136,0.8796964835981382
137,0.8796989352350457
138,0.8796989979541621
139,0.8796975481736612
140,0.8796968350216927
141,0.8796988670178004
142,0.8796977760408374
143,0.8796992513947003
144,0.8796989267089066
145,0.87969790048481
146,0.8796990725789108
147,0.8796968108791184
148,0.8796987013639487
149,0.8796970743719157
150,0.8796988431203036
151,0.8796976198369473
152,0.8796969655747325
153,0.8796982256273002
154,0.8796985306012481
155,0.8796976334668557
156,0.8796994730307911
157,0.8796974165158954
158,0.8796978621449776
159,0.8796970942060174
160,0.8796998747618022
161,0.8797001266472106
162,0.8796978558061124
163,0.8796974357760848
164,0.8796978545613627
165,0.8796988166585479
166,0.8796983790965729
167,0.8796972245998019
168,0.8796976801535865
169,0.8796987745212866
170,0.879700334948808
171,0.8796972438193815
172,0.879697188825909
173,0.8796994141150091
174,0.8796967046841356
175,0.8796975502106796
176,0.8796975160710953
177,0.8796978640294224
178,0.8796986987815691
179,0.8796976336341611
180,0.8796989077439948
181,0.8796973147242406
182,0.8796994755181897
183,0.879696517462467
184,0.8796984149264221
185,0.879696913401566
186,0.8796978856675965
187,0.8797003241692902
188,0.8796983425279101
189,0.879697511027637
190,0.8796987352600043
191,0.879698899439523
192,0.8796992495924053
193,0.879695701348119
194,0.8796980362829936
195,0.8796990584707159
196,0.8796982560071636
197,0.8796988148302407
198,0.8796987534518564
199,0.8796980283542594
200,0.8796972556886734
201,0.8796977310607315
202,0.8796979490407917
203,0.8796981953695107
204,0.879697781609434
205,0.8796977980036236
206,0.8796987522248282
207,0.8796979932825135
208,0.8796984501746777
209,0.8796969292854915
210,0.8796990765137386
211,0.8796992245550936
212,0.8796973314580713
213,0.8796976647668556
214,0.8796997246167063
215,0.8796974932156261
216,0.8796977359582655
217,0.8796986827740017
218,0.8796977408001884
219,0.8796977782814156
220,0.879698024193821
221,0.8796988095000668
222,0.8796977301543683
223,0.8796980657483938
224,0.8796976527925114
225,0.8796977502908069
226,0.8796992670608385
227,0.8796974891380765
228,0.8796992543797426
229,0.8796988877775204
230,0.8796981064862152
231,0.8796973057489255
232,0.8796988156650513
233,0.8796979199314165
234,0.8796989324037632
235,0.8796978822205673
236,0.8796979030556077
237,0.8796976684336906
238,0.8796982570432311
239,0.8796978457062672
240,0.8796995768923339
241,0.8796986560446728
242,0.8796981149253024
243,0.8796979391305122
244,0.8796986782958589
245,0.8796973658371101
246,0.8796986691131737
247,0.8796975354344562
248,0.8796977075302604
249,0.879698546136125
250,0.8796978436895696
251,0.8796981678658433
252,0.879699242860761
253,0.8796960877047716
254,0.8796967870213422
255,0.8796995941622624
256,0.8796990656581752
257,0.8796978131026953
258,0.8796984228267685
259,0.8796980491471054
260,0.879698062956012
261,0.8796976955026639
262,0.8796980251362017
263,0.8796988441044021
264,0.87969935835475
265,0.879696583882501
266,0.8796985974099311
267,0.8796968754559961
268,0.8796991031487339
269,0.8796978810139876
270,0.8796982049817172
271,0.8796987772775302
272,0.8796973707479775
273,0.8796983860981058
274,0.8796965611338841
275,0.8796969766300176
276,0.8796985594450935
277,0.8796982094327253
278,0.879698210058203
279,0.8796973918692964
280,0.8796986320379432
281,0.8796987688426018
282,0.8796979818797506
283,0.8796985161629425
284,0.8796967788128804
285,0.8796985149652617
286,0.8796982742221975
287,0.8796991194275822
288,0.8796999227619434
289,0.8796972806752148
290,0.8796990986393458
291,0.8796963389377526
292,0.8796984770442631
293,0.8796985006467777
294,0.879697276245308
295,0.8796987328935783
296,0.8796968570144809
297,0.8796987430048294
298,0.8796988070608106
299,0.8796990705592729
300,0.8796974572075936
301,0.8796968387330544
302,0.8796987658057943
303,0.8796974915552637
304,0.8796979167864324
305,0.8796977816614275
306,0.8796984677406148
307,0.8796989292850289
308,0.8796996472600986
309,0.8796967147570167
310,0.8797001161452207
311,0.8796975564980937
312,0.8796989588374093
313,0.8796980598090204
314,0.8796968471066287
315,0.8796976559177884
316,0.8796987096017723
317,0.8796975895698882
318,0.8796992403218267
319,0.8796969989490296
320,0.8796987124345412
321,0.8796981022382714
322,0.8796978836731552
323,0.8796973035635715
324,0.8796984519536961
325,0.8796987527532549
326,0.8796968909781965
327,0.8796978662407184
